nThreads, rep, MatrixName, NRows, NCol, NZ, k, hackSize, time, err_rel, speedup, bandwidth, GFLOPS
0, 8, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 3, 0, 0.000002, 25.669422, 0.083330, 0.530412, 12.720713
0, 9, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 3, 0, 0.000002, 25.669422, 0.084273, 0.537715, 12.895869
0, 0, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 4, 0, 0.000002, 31.261176, 0.159517, 0.568936, 15.682888
0, 1, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 4, 0, 0.000002, 31.261176, 0.101190, 0.568045, 15.658307
0, 2, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 4, 0, 0.000002, 31.261176, 0.102731, 0.563628, 15.536547
0, 3, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 4, 0, 0.000002, 31.261176, 0.101870, 0.566270, 15.609375
0, 4, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 4, 0, 0.000002, 31.261176, 0.099041, 0.553302, 15.251909
0, 5, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 4, 0, 0.000002, 31.261176, 0.099677, 0.558417, 15.392912
0, 6, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 4, 0, 0.000002, 31.261176, 0.099434, 0.556701, 15.345622
0, 7, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 4, 0, 0.000002, 31.261176, 0.100377, 0.560143, 15.440495
0, 8, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 4, 0, 0.000002, 31.261176, 0.099621, 0.543347, 14.977511
0, 9, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 4, 0, 0.000002, 31.261176, 0.098665, 0.550779, 15.182371
0, 0, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 8, 0, 0.000003, 101.433322, 0.214619, 0.599587, 21.300640
0, 1, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 8, 0, 0.000003, 101.433322, 0.134887, 0.590150, 20.965373
0, 2, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 8, 0, 0.000003, 101.433322, 0.135831, 0.597041, 21.210191
0, 3, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 8, 0, 0.000003, 101.433322, 0.134965, 0.593262, 21.075949
0, 4, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 8, 0, 0.000003, 101.433322, 0.134277, 0.590769, 20.987396
0, 5, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 8, 0, 0.000003, 101.433322, 0.133459, 0.586457, 20.834202
0, 6, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 8, 0, 0.000003, 101.433322, 0.132626, 0.579807, 20.597938
0, 7, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 8, 0, 0.000003, 101.433322, 0.147753, 0.589531, 20.943396
0, 8, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 8, 0, 0.000003, 101.433322, 0.134068, 0.587069, 20.855949
0, 9, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 8, 0, 0.000003, 101.433322, 0.136301, 0.599587, 21.300640
0, 0, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 12, 0, 0.000004, 68.389904, 0.236444, 0.599381, 23.561320
0, 1, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 12, 0, 0.000004, 68.389904, 0.149321, 0.596100, 23.432370
0, 2, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 12, 0, 0.000004, 68.389904, 0.156316, 0.620352, 24.385679
0, 3, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 12, 0, 0.000004, 68.389904, 0.153938, 0.615842, 24.208401
0, 4, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 12, 0, 0.000004, 68.389904, 0.157012, 0.617838, 24.286873
0, 5, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 12, 0, 0.000004, 68.389904, 0.156263, 0.623905, 24.525368
0, 6, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 12, 0, 0.000004, 68.389904, 0.157942, 0.607016, 23.861465
0, 7, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 12, 0, 0.000004, 68.389904, 0.153043, 0.609930, 23.976001
0, 8, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 12, 0, 0.000004, 68.389904, 0.153589, 0.611888, 24.052968
0, 9, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 12, 0, 0.000004, 68.389904, 0.155103, 0.609442, 23.956835
0, 0, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 16, 0, 0.000005, 40.503307, 0.264179, 0.615747, 25.566218
0, 1, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 16, 0, 0.000005, 40.503307, 0.162843, 0.613392, 25.468452
0, 2, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 16, 0, 0.000005, 40.503307, 0.164925, 0.622921, 25.864078
0, 3, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 16, 0, 0.000005, 40.503307, 0.165724, 0.621312, 25.797288
0, 4, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 16, 0, 0.000005, 40.503307, 0.163592, 0.617327, 25.631815
0, 5, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 16, 0, 0.000005, 40.503307, 0.180220, 0.619313, 25.714286
0, 6, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 16, 0, 0.000005, 40.503307, 0.164559, 0.617327, 25.631815
0, 7, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 16, 0, 0.000005, 40.503307, 0.165398, 0.617327, 25.631815
0, 8, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 16, 0, 0.000005, 40.503307, 0.175627, 0.610668, 25.355330
0, 9, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 16, 0, 0.000005, 40.503307, 0.163588, 0.614567, 25.517241
